,index,물리학및실험 1,미분적분학,선형대수,확률및랜덤변수,미분방정식,이산구조,디자인적사고,웹/파이선프로그래밍,객체지향프로그래밍,논리회로,컴퓨터구조,자료구조,운영체제,컴퓨터네트워크,소프트웨어공학,알고리즘분석,데이터베이스,오픈소스SW개발,IT기술영어 1,IT기술영어 2,IT기술영어 3,캡스톤디자인 1,캡스톤디자인 2,졸업논문,기계학습,신호와시스템,문제해결,형식언어및컴파일러,파일처리,멀티미디어시스템,시스템분석및설계,프로그래밍언어구조론,SW스타트업비즈니스,SW스타트업프로젝트,최신기술프로젝트 1,최신기술프로젝트 2,최신기술콜로키움 1,최신기술콜로키움 2,단기현장실습,장기현장실습,연구연수활동 1,연구연수활동 2,독립심화학습 1,독립심화학습 2,인공지능,빅데이터프로그래밍,클라우드컴퓨팅,데이터센터프로그래밍,정보보호,모바일프로그래밍,웹서비스프로그래밍,리눅스시스템프로그래밍,IoT디지털시스템,IoT소프트웨어,로봇스프트웨어,영상처리,컴퓨터그래픽스,멀티미디어처리,인간-컴퓨터상호작용,UI/UX프로그래밍,컴퓨터비전,AI네트워킹,IoT네트워크,딥러닝,실전기계학습
1281,1505,1,1,4,3,2,3,3,1,2,5,5,6,4,6,8,4,8,4,7,5,7,7,8,8,7,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,4,0,8,0,0,0
1282,1506,2,1,3,2,3,2,2,1,2,2,5,3,4,6,5,6,8,8,5,4,7,8,9,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,5,6
1283,1507,2,1,2,1,4,4,3,1,3,2,6,3,5,4,4,4,5,5,7,4,5,8,9,9,5,0,0,0,8,0,0,0,0,0,0,8,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
1284,1508,1,1,1,3,2,4,2,1,3,2,6,5,5,8,6,8,5,5,7,6,5,8,8,9,5,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7,8
1285,1509,1,1,1,4,2,3,2,1,3,3,3,5,7,7,8,8,5,6,6,4,7,7,9,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,5,0,7,0,0,0,4,0,0,0,0,0,0
1286,1510,2,1,1,2,3,3,3,1,3,4,4,5,7,6,8,4,7,4,5,4,5,7,9,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,8,0,0,0,0,0,5,0,0,5,0,0,5,0,0,0,0,0,0
1287,1511,2,1,3,1,4,2,2,1,2,2,3,4,6,7,5,8,8,8,7,5,5,9,8,9,7,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,0,0,0,0
1288,1512,2,1,2,4,3,2,3,1,2,3,4,3,7,4,5,7,4,7,6,5,7,7,9,8,7,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,6
1289,1513,1,1,1,2,4,4,2,1,4,3,6,3,8,5,6,8,5,7,7,8,4,8,8,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,4,0,0,0,0,0,0,8,0,0,0,0,4,0,0,0,0,0
1290,1514,2,1,3,2,2,2,3,1,3,5,3,3,7,8,4,6,8,8,6,7,4,7,9,8,5,5,4,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1291,1515,1,1,2,3,3,4,2,1,3,5,4,6,7,4,6,6,6,6,5,7,8,7,9,8,7,0,0,0,0,0,7,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0
1292,1517,1,1,4,3,2,3,3,1,4,2,6,5,8,4,4,8,8,8,7,7,7,7,7,9,4,0,0,0,7,5,0,0,0,0,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
1293,1518,2,1,1,2,3,2,2,1,2,3,5,5,8,4,7,8,5,7,5,6,8,9,9,9,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,7,0,0
1294,1519,1,1,2,2,3,2,2,1,4,3,4,5,8,7,6,8,4,8,4,7,5,9,8,9,7,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,4,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1295,1520,2,1,2,2,3,3,3,1,3,5,3,3,5,5,7,7,4,6,7,6,7,7,8,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,4,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0
1296,1521,1,1,4,2,2,2,2,1,3,2,3,5,6,7,4,5,6,4,8,6,8,8,8,9,7,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,8,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
1297,1523,1,1,3,1,3,2,2,1,3,5,3,4,6,7,7,7,6,8,4,8,4,8,7,8,6,0,0,0,0,0,0,0,0,0,4,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0
1298,1524,1,1,4,1,2,4,2,1,2,4,6,3,7,6,6,4,6,7,8,7,6,9,7,9,7,0,0,0,0,0,0,0,0,6,0,0,0,0,7,4,0,0,0,0,0,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1299,1525,1,1,2,4,2,4,3,1,2,5,6,3,6,4,4,5,7,7,7,6,5,8,8,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,5,0,4,0,6,0
1300,1526,1,1,3,1,2,3,3,1,4,5,3,6,8,7,5,7,6,6,8,7,6,9,7,9,7,0,0,0,0,0,0,0,0,0,8,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,4,0,0
1301,1527,2,1,3,3,3,3,2,1,4,2,5,5,8,5,4,6,8,7,8,7,4,7,9,9,6,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,5,0,0,0,4,0,0,0,0,0,0
1302,1528,2,1,2,3,3,3,3,1,2,2,4,3,4,6,8,5,7,6,5,4,6,8,7,8,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,8,6,0,0,0,6,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
1303,1530,2,1,3,4,4,4,2,1,3,2,6,3,6,5,6,7,6,5,5,6,7,7,7,8,5,0,0,0,5,0,0,0,0,0,0,8,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0
1304,1531,2,1,2,2,3,2,3,1,3,5,3,3,5,5,7,7,4,7,5,4,7,8,7,8,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0
1305,1532,1,1,4,3,2,2,3,1,2,2,6,3,4,6,6,8,8,4,6,6,4,9,8,8,7,0,7,0,0,0,6,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
1306,1533,2,1,3,4,2,2,3,1,2,3,3,4,8,8,7,5,6,4,7,8,7,7,9,9,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,5,0
1307,1534,2,1,3,3,4,2,3,1,2,5,3,6,8,6,5,6,5,5,8,4,6,8,7,8,7,0,7,0,0,5,0,0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1308,1535,1,1,4,4,2,3,3,1,2,2,3,3,8,4,4,6,4,5,7,8,7,9,8,9,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
1309,1536,2,1,3,2,4,2,3,1,4,4,5,3,8,8,7,5,5,5,4,5,7,8,9,9,4,0,0,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,0,4,0,0,0,0,0,0,0
1310,1537,1,1,1,3,4,4,3,1,2,2,5,4,4,7,4,6,7,4,5,8,5,8,7,8,5,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
1311,1538,2,1,1,4,3,4,2,1,2,5,5,6,8,5,7,4,4,4,7,8,5,7,8,9,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,5,0
1312,1539,2,1,2,4,3,4,3,1,3,4,5,6,8,6,5,7,8,5,4,6,5,9,7,8,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0
1313,1540,1,1,4,3,4,2,3,1,2,4,4,3,7,5,7,4,4,5,8,5,6,9,9,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,0,0,0,5,8,0,0,0,7,0
1314,1542,2,1,2,2,4,3,3,1,2,5,6,6,4,7,7,5,7,6,7,6,6,8,8,8,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,8,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,5,0,0
1315,1543,2,1,2,2,2,3,2,1,2,3,5,3,8,7,4,6,6,5,8,7,5,8,7,9,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,8
1316,1544,1,1,2,3,2,2,2,1,3,2,4,3,7,8,7,7,8,5,5,7,8,9,8,8,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,8,0,6,0,0,0
1317,1546,1,1,3,4,3,4,3,1,3,2,6,6,8,8,7,5,5,5,4,6,5,7,7,8,4,0,0,6,0,0,0,0,0,0,0,7,0,0,0,0,0,8,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1318,1547,1,1,3,3,3,2,2,1,3,3,6,6,6,4,7,7,7,6,8,6,7,7,8,8,7,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0
1319,1548,1,1,2,4,4,4,3,1,4,3,4,5,6,8,5,6,8,5,7,8,6,8,9,9,5,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
1320,1550,2,1,2,3,4,4,2,1,2,5,3,6,4,4,4,4,6,8,5,7,8,7,7,9,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,8
1321,1551,2,1,4,4,2,2,3,1,3,5,5,5,6,4,4,6,5,5,8,6,7,8,7,8,5,0,0,7,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0
1322,1556,1,1,4,1,2,2,3,1,3,2,3,5,8,4,5,6,5,7,5,4,4,9,9,9,5,5,0,0,0,6,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1323,1560,2,1,3,3,3,4,2,1,2,4,6,3,4,7,4,4,6,8,8,8,6,7,7,9,6,0,8,0,5,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1324,1561,1,1,1,1,2,2,3,1,4,4,4,6,8,7,5,8,5,6,4,8,5,8,9,8,4,0,0,0,0,0,0,0,5,0,0,6,0,0,8,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
1325,1562,2,1,2,4,3,3,3,1,3,2,5,6,6,4,5,5,7,4,4,4,7,7,8,8,7,0,0,0,0,4,0,8,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0
1326,1563,1,1,3,2,2,2,3,1,3,3,3,5,8,6,8,6,7,7,7,7,5,7,7,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4,0,0,6,0,4,0,0,0,0,0,0,8,0,0
1327,1564,2,1,4,4,3,3,2,1,4,5,6,4,8,6,6,8,5,7,7,8,5,7,9,9,7,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
1328,1565,2,1,4,4,2,4,2,1,2,5,5,4,7,6,5,6,6,5,6,8,7,9,9,8,7,0,0,0,0,0,0,8,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1329,1566,1,1,2,1,4,3,3,1,3,4,4,3,6,6,6,6,5,6,5,6,5,7,9,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,7,0,0,0,7,0,7,0,0,0,0,0
1330,1567,1,1,3,1,2,2,3,1,3,2,5,3,7,4,8,8,6,6,7,6,5,8,7,9,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0
1331,1568,1,1,2,3,2,4,2,1,3,3,4,5,4,7,7,8,4,6,4,5,6,9,9,8,4,0,0,5,0,0,0,8,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0
1332,1569,2,1,1,3,4,2,3,1,2,3,5,6,5,5,8,5,7,5,8,6,6,7,8,8,5,0,0,8,0,0,0,7,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
1333,1570,2,1,1,1,2,3,2,1,4,4,4,5,8,5,4,5,8,5,7,6,5,8,7,8,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8,0,0,0,0,8,0,0,0,7,0,0,0,0,0,0,0
1334,1571,1,1,2,2,3,3,2,1,3,5,4,4,7,7,7,6,6,5,8,4,8,8,7,8,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,7
1335,1572,2,1,4,1,3,4,2,1,4,5,6,5,7,5,8,5,5,8,7,4,5,7,7,8,6,0,0,0,0,0,0,0,0,0,0,0,8,0,0,6,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,7,0,0,0,8,0,0
1336,1573,2,1,2,3,4,4,3,1,4,2,4,6,7,8,7,6,5,4,4,7,6,8,9,8,6,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0
1337,1574,1,1,1,4,4,4,2,1,3,3,5,3,4,6,6,6,5,7,4,8,4,7,7,9,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0
1338,1575,1,1,1,1,2,2,3,1,3,2,3,4,6,5,5,4,7,6,8,5,8,9,7,9,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1339,1576,2,1,1,4,2,3,3,1,3,2,3,5,5,6,5,8,5,4,4,5,6,9,9,9,4,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,6,0,0
1340,1577,2,1,2,3,3,4,3,1,4,5,4,5,4,8,7,7,8,8,7,5,5,9,8,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,6,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0
1341,1578,2,1,2,2,3,4,3,1,3,4,3,6,4,4,8,7,8,6,7,8,5,7,8,8,6,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
1342,1579,1,1,4,3,4,2,3,1,4,5,6,5,6,6,4,6,7,7,4,5,6,7,8,8,5,0,0,0,0,7,0,0,0,8,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
1343,1581,1,1,4,4,3,3,3,1,3,4,5,6,8,4,6,4,7,4,7,5,7,7,7,9,5,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
1344,1582,2,1,4,4,3,2,3,1,4,3,3,5,8,7,5,4,4,7,4,7,6,7,9,9,7,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,0,0,0,0,0,0,7,0,0,0,0,8,0,0,0,0,0,0,0,5,0,0,0
1345,1583,1,1,1,1,2,4,3,1,2,2,3,4,4,7,7,8,6,7,4,8,8,7,9,8,4,0,0,0,6,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,0
1346,1584,1,1,1,1,3,3,2,1,3,2,6,5,6,4,6,6,5,4,7,6,8,7,8,9,6,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1347,1585,2,1,3,2,4,4,2,1,4,2,3,4,6,6,7,5,8,7,5,8,4,8,8,8,4,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,7,0,0,0,0,0,0,0,0
1348,1586,1,1,1,2,4,4,2,1,4,3,4,3,7,4,4,7,8,6,8,6,5,8,9,9,7,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,6,0
1349,1587,2,1,3,4,3,3,3,1,4,5,3,4,4,4,6,7,6,5,6,6,8,8,9,9,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,4,0,0,0,7
1350,1588,1,1,3,4,3,4,3,1,3,3,5,4,5,6,7,4,4,6,5,4,8,7,7,9,5,0,0,0,0,0,0,8,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
1351,1590,1,1,4,2,2,4,2,1,3,5,6,4,4,6,4,6,7,7,7,7,5,7,8,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,7,0,0,0,0,0,6
1352,1591,2,1,1,2,4,2,2,1,4,3,4,3,8,8,5,8,8,5,5,7,8,9,9,9,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,7,0,0,0,0,0,0,0,0
1353,1592,2,1,2,1,2,4,3,1,2,3,3,5,7,7,7,4,8,6,7,7,8,8,7,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,6,5,0,0,0,0,0,8,0,0,0
1354,1593,2,1,3,1,3,2,3,1,2,3,4,6,8,8,8,4,6,4,6,4,6,8,7,9,5,0,7,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0
1355,1594,2,1,2,3,4,3,3,1,3,3,3,4,7,7,8,7,6,7,5,6,8,9,8,8,4,0,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,4,0
1356,1595,1,1,4,2,4,3,2,1,2,4,4,5,5,7,4,6,8,5,7,6,7,7,7,8,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,7,0,0,0,0,0,6,0,0
1357,1596,2,1,2,3,4,4,3,1,3,3,5,6,6,4,4,5,5,4,4,6,7,7,8,9,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7,7,0,8,8,0,0,0,0,0,0,0,0,0,0,0
1358,1597,2,1,1,3,2,4,3,1,4,5,4,4,8,6,8,7,8,6,6,7,7,9,9,8,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
1359,1598,2,1,3,2,3,4,3,1,4,5,5,3,8,6,6,8,8,4,5,8,6,7,9,9,5,0,0,0,0,0,0,8,0,0,5,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0
1360,1599,1,1,4,1,2,3,2,1,3,3,3,6,6,7,6,6,7,5,6,4,6,9,9,9,5,0,0,0,0,0,0,0,4,7,0,5,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
1361,1600,2,1,4,4,2,3,2,1,4,3,5,6,5,8,7,5,6,8,4,4,8,8,8,9,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,7,0,0,0,6,0,0,0
1362,1601,2,1,3,1,4,2,3,1,2,5,6,3,5,7,7,6,4,7,7,7,5,7,9,8,4,0,0,0,0,0,6,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
1363,1602,2,1,2,2,4,4,3,1,3,5,6,6,5,7,5,6,4,5,6,4,7,7,7,8,7,0,4,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0
1364,1603,2,1,3,4,2,2,2,1,4,4,5,5,4,7,7,7,4,5,4,8,8,7,8,9,6,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,7,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
1365,1604,1,1,3,4,4,3,2,1,3,5,3,4,7,6,5,4,6,5,7,4,5,9,7,8,4,0,0,0,0,0,7,0,0,8,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5
1366,1605,2,1,2,4,2,4,3,1,3,3,3,4,5,7,5,6,4,6,5,8,7,8,7,8,4,0,6,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0
1367,1606,1,1,3,1,4,2,2,1,3,5,6,4,6,6,7,4,5,8,6,7,6,8,9,8,6,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,0,0,0,0,7,0,0,0,0,0,0,0,0,0
1368,1607,1,1,3,4,3,4,2,1,3,3,5,4,5,6,7,5,7,5,5,7,6,9,8,9,7,0,0,0,0,0,0,0,0,0,8,0,0,0,0,7,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8
1369,1609,1,1,2,3,4,3,3,1,4,4,4,5,5,6,8,7,8,8,8,6,5,7,7,8,5,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0
1370,1610,2,1,3,3,3,3,3,1,4,3,4,4,4,6,7,4,6,6,4,6,7,7,9,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,6,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1371,1611,2,1,4,2,4,4,2,1,2,2,3,3,6,5,5,7,8,8,4,8,5,8,9,8,4,7,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,7,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0
1372,1612,1,1,3,1,3,2,3,1,2,5,5,4,6,6,5,6,7,4,4,8,6,8,9,8,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0
1373,1613,2,1,1,1,3,4,3,1,3,3,4,6,7,8,7,6,6,5,8,5,4,8,9,9,6,0,7,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
1374,1614,2,1,4,3,4,4,2,1,2,4,3,6,5,8,6,5,7,4,7,6,7,9,7,8,6,0,0,0,0,8,0,0,7,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6
1375,1615,1,1,2,1,3,2,2,1,3,3,3,5,8,8,8,6,4,5,4,5,7,9,7,8,7,0,0,0,0,0,7,0,0,0,0,0,0,8,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
1376,1616,1,1,1,4,2,4,2,1,2,3,4,4,6,4,8,8,7,6,7,8,6,8,7,9,7,0,0,0,0,0,0,0,5,4,0,0,0,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
1377,1617,1,1,4,2,2,2,2,1,2,3,3,6,4,6,4,8,7,5,7,7,7,9,7,9,7,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1378,1618,1,1,3,3,2,4,2,1,3,5,6,3,7,6,7,8,6,7,4,6,5,9,7,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,5,0,0,0,0,0,0
